date;asset;type;shares;price
2026-04-01;VGWL.DE;buy;0.53;140.42
2026-03-02;VGWL.DE;buy;0.51;145.50
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
